Sample,POS_Blank1,POS_Blank2,POS_C_1h_01,POS_C_1h_02,POS_C_1h_03,POS_C_1h_04,POS_C_1h_05,POS_C_1h_06,POS_C_1h_07,POS_C_1h_08,POS_C_1h_09,POS_C_1h_10,POS_C_24h_01,POS_C_24h_02,POS_C_24h_03,POS_C_24h_04,POS_C_24h_05,POS_C_24h_06,POS_C_24h_07,POS_C_24h_08,POS_C_24h_09,POS_C_24h_10,POS_C_6h_01,POS_C_6h_02,POS_C_6h_03,POS_C_6h_04,POS_C_6h_05,POS_C_6h_06,POS_C_6h_07,POS_C_6h_08,POS_C_6h_09,POS_C_6h_10,POS_P_1h_01,POS_P_1h_02,POS_P_1h_03,POS_P_1h_04,POS_P_1h_05,POS_P_1h_06,POS_P_1h_07,POS_P_1h_08,POS_P_1h_09,POS_P_1h_10,POS_P_24h_01,POS_P_24h_02,POS_P_24h_03,POS_P_24h_04,POS_P_24h_05,POS_P_24h_06,POS_P_24h_07,POS_P_24h_08,POS_P_24h_09,POS_P_24h_10,POS_P_6h_01,POS_P_6h_02,POS_P_6h_03,POS_P_6h_04,POS_P_6h_05,POS_P_6h_06,POS_P_6h_07,POS_P_6h_08,POS_P_6h_09,POS_P_6h_10,POS_QC1_1,POS_QC1_10,POS_QC1_11,POS_QC1_12,POS_QC1_13,POS_QC1_2,POS_QC1_3,POS_QC1_4,POS_QC1_5,POS_QC1_6,POS_QC1_7,POS_QC1_8,POS_QC1_9
841.945__454.17,20398.0084,26492.5213,13434.042,31445.5735,40279.2324,25870.092,29858.3616,38238.5351,24625.5766,39053.3672,22799.6854,32639.3109,21712.691,25997.3539,24572.0089,28869.2486,22365.1945,43913.9829,10393.1611,39964.4573,29347.6775,25538.3175,21288.595,19687.7153,27374.724,26046.9894,19939.4161,16282.4256,24700.684,30475.7647,23089.0238,24369.2335,31804.7598,25454.5038,18966.0457,30056.9843,21883.8017,29092.2705,19727.0821,30950.2084,53635.7655,79159.9649,29519.6526,32483.9256,21827.09,51540.0671,40649.456,24427.2045,34950.487,24287.7877,34148.6378,32680.4946,41493.0819,21197.9523,26861.2369,43128.0568,28304.3212,19697.3994,10146.2862,31862.5657,26589.9843,15992.8958,33057.0235,38062.2431,27097.2778,41927.5767,27001.9904,28960.6657,24948.9766,34932.4998,25292.6525,50706.1212,27821.2552,46609.5814,19588.4857
841.9523__396.77,8652.47256,11714.1412,21354.7955,7249.93063,10908.668,18569.8067,11361.2384,17859.1582,8860.9837,9541.20879,8150.18633,14644.4897,13933.3652,14334.0844,22378.3204,23633.7385,7741.35331,12275.9773,11942.8949,20313.6569,28080.2469,8876.47117,16508.7457,11624.1134,12405.5824,18115.0914,20063.5384,15083.9096,13467.8058,14993.7224,12896.4588,9716.05161,15259.7528,10180.293,7992.18488,12776.8109,10082.3267,15947.7017,23223.2952,9696.38019,13679.7714,15265.4886,8175.24307,13643.4344,7207.22884,19203.1433,22393.2709,5392.89979,15043.6591,10223.3904,24567.3009,20106.473,13202.3297,14900.3341,8407.75859,6536.00273,12468.0522,8846.76707,11055.1863,19808.0485,10601.3413,10245.0193,24965.7851,11582.564,10990.3224,17503.1879,21229.0571,16526.2681,10641.4193,24133.2122,10444.6844,23027.6553,16446.9377,14101.7047,8154.01509
841.9533__763.3,14698.4992,5277.25964,2676.49608,4286.10998,10878.3348,4293.15863,4862.34522,7933.63078,2106.67404,3902.06008,3673.2058,12307.3229,4645.14393,15999.2947,6798.39961,10567.3187,3390.85087,4539.05059,3338.94757,19378.1777,10056.9445,2904.11312,6127.60911,3490.90451,7087.90594,9291.15131,5190.27445,6376.67841,8309.766,2809.22021,3144.98093,12862.1823,5278.2603,5427.94141,2963.50213,4655.61402,3327.5477,10092.5794,3996.15836,2895.67781,3188.06261,5231.21534,6519.88703,6776.90586,7157.77387,3968.45624,12831.8805,4598.0353,4983.66953,6033.78724,3480.04224,4001.50326,6106.7465,3419.11144,8696.05786,4729.11923,4333.09883,6702.55814,5316.19206,8378.65598,4215.70909,4873.81057,4039.22425,7507.79874,2810.79228,2420.65711,3526.06431,4255.77835,7796.7204,9066.47184,3548.02055,5204.72431,3221.13074,3605.29207,1458.17188
841.9539__367.76,7518.74495,9411.14052,14179.7833,8269.07495,19378.6449,24519.6782,34556.6994,13883.1947,19221.4313,22152.6638,33752.9407,26456.6643,8463.545,11767.1615,29751.9547,17801.7585,24036.5155,42239.2559,14025.1266,18954.3693,28642.2874,20249.4912,21458.8115,13864.2399,14360.1476,29940.382,12267.9037,24779.8799,16628.1571,13821.9121,18549.7176,8200.06835,23898.9363,20947.6888,8400.03247,17278.4059,12123.2603,16222.382,9184.57556,9635.8633,11066.0745,18269.4687,13550.3744,15472.8321,12927.692,15797.6537,13342.9945,23745.4808,19946.5248,9798.2599,25681.3467,10003.3433,16605.6524,35126.4512,8413.66626,10385.3733,15766.3245,14057.8456,27586.4072,13146.5331,17894.6019,12281.7298,10016.8121,25231.2575,16479.2651,9855.98726,17009.065,12343.5631,20848.4259,32797.7807,19200.9941,12745.4304,9266.07289,18085.2157,23935.985
841.9559__325.28,54055.8135,56629.6006,53094.7511,54408.9331,70830.909,58505.3717,63643.5024,78619.5122,53208.4885,68847.0214,53508.2387,67111.53,62961.2503,57410.5669,75551.0045,72951.2334,59804.4244,67342.4209,58835.7446,74659.9055,67294.8211,67622.5815,70393.8715,65085.5042,58711.1979,63459.7685,57055.8902,67600.3274,67504.8953,58135.2938,62109.8563,73137.5246,71066.4303,66357.5917,60683.6658,67363.1336,64097.9285,64444.0529,57829.9831,65338.8555,64299.7883,74479.0484,55471.457,66637.681,54216.946,65060.1805,69664.5982,58837.6504,55654.6601,70052.4405,68708.1599,56633.8318,74304.8198,65676.3914,60412.435,59326.9634,54847.2578,53398.697,67093.5423,60161.9654,77288.0396,59934.0833,90853.692,58861.8455,57898.1684,56518.161,53359.8625,74020.8206,70444.3006,69182.2902,65018.8397,64205.6207,65320.1495,61410.2955,59519.131
841.9874__483.28,22784.2305,12282.0375,26070.7034,8511.74298,8383.68479,17998.1556,19669.0628,26759.9533,18325.8397,19034.0392,18486.5747,10488.0183,28824.6487,6075.02835,27218.5755,24945.9321,13021.3278,9569.48518,23522.0952,31657.9605,24711.0339,29813.2933,27869.9688,12565.7853,16039.3745,19365.2704,25631.0326,23185.3814,34720.3181,24898.281,30105.8058,22877.7311,16371.5424,18821.755,19559.9493,34914.2626,10110.0419,8581.25315,26761.3796,23784.4833,3056.78864,11601.1165,21132.6067,9116.07676,14904.6014,16056.8183,12248.3699,14989.1461,14110.8198,24096.481,21028.546,15255.1303,20553.9761,26555.1087,29034.3155,25318.6208,13153.897,10540.9416,27833.7649,10300.3436,27718.0204,19664.9858,36630.4526,20728.5126,29217.0844,7167.92796,24703.245,17081.4457,35658.9591,27159.6828,26023.3979,6696.65187,27215.5436,17547.3009,21058.9778
842.062__510.48,6410.78572,37764.0656,18762.5255,19284.3731,25061.8245,26785.506,27460.4523,7842.36556,10393.0505,17011.3676,18838.958,10882.4299,11043.9901,16295.2953,29611.2361,28725.697,8194.86719,29302.3835,19017.5295,4660.24975,27105.483,12972.9874,11675.9099,25233.4257,11848.1374,20467.5687,22488.1873,6988.3217,8803.62453,23942.5305,23842.4795,8610.61023,12820.0012,23715.7554,27580.4371,30762.034,6805.96914,7483.98121,29486.9798,31459.1365,10914.3678,18687.3968,29483.9366,7226.67341,28796.2545,15938.4476,9348.24096,8356.28799,7262.12395,26041.081,26328.6188,24048.4386,36872.4973,19439.9294,24641.2203,21599.7402,7345.79562,9687.91384,8978.68623,14302.0386,60344.435,25897.6037,33015.8746,24600.4443,21088.5338,27599.6825,5139.23203,7413.68633,16939.2535,14269.0925,24204.223,28405.1073,7490.43587,41851.562,29380.6968
842.1142__540.52,15375.8483,14023.3604,27199.7792,22814.5264,6143.42766,12428.7296,22104.6998,18229.0479,20191.0404,8484.04459,21182.2905,27279.0759,57278.718,18189.0356,20883.522,13244.6824,17619.3377,19312.1569,28134.3684,23671.6356,9432.03129,22418.978,17240.0918,16244.3283,48613.9192,20922.5315,18772.5335,27310.9679,18356.1098,18389.3077,22110.2745,61296.3204,36430.0812,20969.3868,23804.9622,20857.9608,13792.2131,12824.3439,18119.4403,20955.4079,13833.4354,24614.2588,12250.813,30687.9558,13560.7223,19053.0377,13646.8672,12272.4206,12805.1162,8966.57801,11761.8477,10692.2364,16485.0009,18242.1441,9368.67199,8063.21689,11576.4974,11045.5011,11912.7812,22559.1237,7969.33387,13808.6273,27107.479,13517.5601,27736.0399,12021.2066,5052.97267,2065.15086,20835.5604,15345.0962,16570.8052,22417.4145,6961.91044,15576.2421,19153.7101
842.1185__452.99,50333.3119,22927.418,22051.6317,21913.1479,42372.472,18567.774,21716.2609,29329.2704,21055.8186,20163.8042,24025.8922,37427.2276,27353.2147,23796.8338,28958.6791,23186.7797,33171.3454,31703.2806,30421.5502,24894.7101,21236.9333,40276.3529,33231.7896,32828.1407,30311.0369,21092.885,36639.9985,25365.8492,64933.9497,22407.7433,30860.1884,19614.2603,29003.8773,25954.4224,47213.1381,29939.6158,64153.5387,32043.2145,7634.16093,25654.5296,26044.193,27746.5913,20299.1646,58017.2337,48932.8727,28697.493,19276.1965,16369.6169,18341.3368,28518.3147,27874.8076,24646.5455,8440.94547,2163.54459,65630.6331,20683.5103,28607.9737,25641.4908,27005.2522,24326.1963,34383.9763,33688.4035,31785.842,35605.8673,52422.0648,30961.9257,23641.1856,22205.0077,14120.9116,21436.2112,21260.3275,24623.5792,60200.7718,19508.6459,43029.5354
842.2884__367.78,25314.6196,11064.2937,14675.0863,13173.2225,18607.551,13667.1849,31457.4542,15823.4039,14841.177,21329.2937,13080.3151,14311.9319,18240.9649,15473.3954,42046.1153,12424.3436,16845.9533,35140.3078,5005.90024,29641.4694,19059.4412,14039.1897,16799.4368,22826.4305,12571.8978,19623.7582,31225.5364,14845.2019,19284.0545,20091.797,16254.9462,34508.5492,16455.4058,15435.9105,12354.8541,16385.5183,14181.796,16315.2954,32237.1268,16764.1913,16336.2636,21464.7165,26337.0302,16601.3216,13425.0198,18237.355,37356.7539,12487.8559,14050.3801,16361.6999,19653.5007,29382.0457,23270.0237,33426.0746,13999.8443,15857.5465,13993.7294,26864.8806,33272.784,19480.4933,18705.4485,31056.4735,47576.3998,12342.734,10772.8061,17580.9524,18808.1315,12662.783,15161.3883,19552.7828,13492.967,13318.834,17711.2407,31966.7477,11219.1507
842.2898__325.3,73332.2375,72666.4258,79340.0307,74081.8711,97963.466,72009.548,81677.4472,103119.332,74229.1921,91472.1375,75461.1111,92483.5761,83450.508,77502.9776,102930.749,97068.3717,78598.8452,98129.4139,77761.5145,99828.6909,90512.8798,93353.976,97509.3943,92847.7502,80800.7181,86083.9261,77305.488,89414.5141,93412.9529,77787.0803,84228.1398,96890.1184,97097.1423,88847.885,82026.7633,94616.4971,85937.097,80906.5238,83338.9886,88891.5089,80806.4893,99715.0639,76088.0947,92620.5762,78847.5617,90923.4136,101120.954,83454.5567,75840.7122,94483.6033,94248.9701,75433.8065,100670.721,86041.2906,85818.1284,78438.6319,77671.7661,74793.4181,86303.9223,75913.739,97926.048,77434.1492,106175.239,75958.5697,73916.9722,78057.8965,74703.154,99077.7051,95190.8406,93096.5464,89158.2039,84958.3782,89954.6725,82050.1752,79987.1026
842.2928__396.79,7386.53779,18155.416,8834.30976,8371.56767,15546.3036,23745.9649,8809.41678,11887.7234,16565.3136,8840.29364,9927.28642,14804.5973,12887.5037,8561.15233,11411.3046,16424.7991,8516.8009,9141.79124,9162.80022,26292.103,6400.42217,26044.9001,15222.1397,14341.079,10894.8145,9180.21865,7766.92024,7733.00608,11166.5113,21579.3941,5412.29063,10932.1784,16937.1134,10274.5592,8856.89497,22803.75,10831.61,8015.24523,8306.26697,11919.4577,9037.67852,16112.793,6776.11275,8366.63789,8028.48515,9324.2699,10559.1062,12963.1564,5199.44975,10947.8084,9529.44606,11340.7861,9822.42592,10306.0068,5138.81552,23450.8845,20286.3353,5598.62126,12942.6197,8245.86202,11955.0456,8972.82853,14871.7214,19367.5294,22344.6756,8908.48208,13393.6171,22572.2129,14243.733,9763.28284,9934.06382,11387.8102,9204.92985,9644.97103,8850.03093
842.2933__959,2612.04968,5139.36211,3731.24747,2498.01487,13722.6073,4198.54503,3751.15486,7091.18554,1042.87029,16330.8305,3526.73675,3699.37327,3179.45382,3484.25528,6700.92051,4745.92434,10315.8413,5784.55397,3777.13092,5560.71496,9150.92487,5022.34677,5809.30806,1335.12656,9249.11533,4224.40783,3401.82656,6694.88755,4430.26601,1362.80889,13360.8637,5738.0272,7501.08314,716.67145,17947.9775,8009.91756,5836.58493,3808.76803,1335.23841,14535.1953,3222.17848,3825.23753,7546.39557,3847.45702,2555.3928,3639.8842,26881.2491,5275.66484,2792.48259,10862.5091,4596.31135,9634.45513,4626.60266,5381.32953,4914.6609,3459.05955,550.46031,3718.14572,6778.90813,945.65991,8060.33443,3467.80726,7947.34672,3711.54619,3626.2189,6465.74462,3633.4633,5349.06365,10324.7485,4835.8997,3944.43922,7620.46787,5578.94193,8469.92346,4311.35
842.2935__1055.6,4868.48388,7102.54878,4774.17254,3075.44839,3358.65244,2184.02755,4043.89013,6676.03121,9969.08434,10305.663,3344.55919,4241.50675,4046.79277,3985.73593,1358.75477,9947.47102,8234.26741,5619.55204,3176.80051,6817.11737,9047.64571,9085.68749,4547.58294,5179.98162,3617.38912,3821.34043,3179.86337,5590.50647,3922.60857,4179.28363,7180.65303,6985.62467,27905.0685,4428.71899,5289.00585,6273.41669,3016.20564,10643.1474,5002.74235,4939.0661,3857.45981,4188.11593,11644.9286,3950.22231,2995.14949,4179.62274,4143.16718,4441.21219,5252.47917,6021.23094,7462.90311,6772.36596,4569.04622,14291.1231,4654.79698,3511.9469,3962.85835,776.56345,7643.37103,15328.2913,5195.96991,6672.26643,21094.1744,3544.15063,7114.10619,3592.48246,8231.89558,5853.74667,6049.2612,5259.45967,10662.1311,15762.8222,10020.0237,3778.34136,4433.31271
842.2942__772.73,2778.8893,4742.66763,12000.2368,4218.45984,7098.93419,10182.5096,3986.92067,11272.0952,5504.1353,10454.8051,3180.03441,5024.30979,3856.14156,4104.4936,12511.6595,10151.1019,4380.69801,1850.30153,4116.29668,5655.79409,4993.17645,3762.40839,34518.443,4972.89105,1750.21597,5368.92526,24901.9224,7426.76427,5018.37429,9830.91529,4206.13665,5428.94079,7447.82677,6258.83132,10343.0664,15265.219,5386.19627,3904.36497,4154.88646,5264.58874,3961.97192,6174.15796,5357.2529,4456.55996,4222.72606,4268.51051,15292.071,5320.20256,4571.11618,26433.2835,4073.86166,7437.28145,5021.61543,6326.7937,4228.07127,3445.96399,3471.75819,5518.71119,10515.4274,5062.53341,9558.23814,11704.1292,7056.40439,5035.90414,7016.2621,7382.00548,6280.14129,5353.97824,5374.40663,3424.59267,8865.79104,5990.54347,9633.63644,10333.2098,4629.3265
842.2944__1219.22,6229.11025,18698.1761,4776.98403,4991.13776,11916.7871,8708.08556,5780.68703,7046.33283,3379.42002,8331.38297,7511.37831,4901.95172,4789.35742,4899.95622,4486.59947,12667.4064,5286.86199,4148.71778,15035.1789,7049.27452,6724.59269,10094.6961,8245.33069,8326.56576,4483.0328,5467.78962,4615.50993,5494.06978,6424.51909,10606.7138,5474.18678,6153.21257,6839.41187,6399.73427,758.19497,5569.07325,17199.7473,4012.50637,21295.5491,15047.5005,3969.75942,6585.69279,1308.88315,5483.87787,4076.77388,5275.35414,14880.0038,5068.25365,830.5682,9009.03276,9917.74863,3295.18804,7105.39946,10090.1541,9904.52911,5501.59763,3003.72322,2481.1036,5396.83692,4925.4354,6262.8937,12335.6461,10387.3675,3190.5604,9425.47326,9627.06064,3364.92306,6437.81093,15674.8322,10226.7834,8012.86585,5209.76925,5429.85111,8645.13095,6943.98996
842.2944__855.58,13247.8877,5982.32192,4551.60433,3896.61933,14209.9183,10769.7257,4381.79003,1129.43848,4296.04273,10926.0155,2954.95309,4421.65636,3741.86897,3311.76933,1877.70905,8943.30792,12173.2392,5710.02989,4453.03397,6374.59936,10665.3913,5605.42106,6087.66417,7445.38889,7096.52264,3852.64079,2912.00459,18397.2152,4838.19842,6824.40363,10702.8523,8207.5087,12538.6003,7522.61892,3502.87493,11887.8174,4974.78188,4902.16648,5877.98099,7264.11612,4657.13501,6308.08514,3262.66118,4684.19113,5728.00158,4139.2559,5215.66441,3907.13776,5491.18842,13137.7011,5563.29665,14486.9491,5327.4335,909.84168,6109.35845,3267.83205,3515.73777,3542.98742,4832.57117,3955.072,4650.57157,5519.87135,5845.67292,6149.91282,6335.60849,6296.61798,5334.87023,5014.04082,10601.9254,13055.0358,3727.90705,7907.62451,11773.5959,6161.98139,3663.84994
842.2949__811.51,2746.45426,5596.25135,859.91497,9094.51175,5270.7705,6250.81509,3514.49017,33229.7285,3565.46378,16833.1293,4080.70229,4530.19314,3816.85602,4044.19253,4273.31926,10658.4013,4215.5763,8496.56784,2808.39805,7298.19264,8785.96217,7119.31411,4854.61327,5973.09835,3118.64769,4165.79617,3736.63596,3705.92598,4666.43998,7376.65971,10811.7914,4716.97061,15176.0266,9335.39472,3335.49286,7404.94394,11151.4232,5898.79975,3632.36232,9155.56199,4193.53592,4741.66841,8016.87669,4449.46906,3063.15219,4256.13511,8436.12794,10399.9177,6456.27522,7134.87126,8681.10661,4459.45695,4775.31016,4762.09753,6257.03269,4309.24313,4272.14087,3582.87943,6193.0897,11250.6417,29342.0761,5162.61859,4394.18329,5114.68076,9204.52818,5110.80026,2890.01935,4612.43669,7260.26902,8697.86253,5837.82534,6829.43391,7024.48484,4412.12545,3992.74871
842.295__1113.18,3370.38534,5959.60288,2825.74749,12568.1024,10534.8427,6508.19472,3952.85707,19519.8695,5281.57019,7780.19601,3894.39064,4606.79995,4600.8017,4220.77408,9079.34283,3898.5608,7107.1571,5559.55543,3297.16647,12303.205,8659.78143,5380.41392,6148.20264,6426.47332,3285.06572,4027.42186,3664.15429,5336.33011,5641.38641,4896.50131,10389.4076,5083.31559,8054.81039,7559.04783,1892.21423,6840.25909,4394.29147,4096.38015,3925.91139,19951.9458,4304.18763,4964.44755,3586.98119,4166.43099,4757.39401,4187.34751,8926.40117,4680.80712,8048.52582,5674.89677,1587.97758,3976.40033,4944.15195,5122.76512,5314.22385,4181.94642,5537.04641,3424.71845,9974.23981,4384.68923,6008.47599,8991.78019,13581.4891,16936.3602,5319.16797,5007.1975,6834.99619,5029.55806,4865.629,6879.33104,7186.44473,5844.15027,7531.09732,8977.79361,5379.51723
842.295__1011.16,8834.7236,3813.88917,2793.95107,10386.751,6723.23866,11256.419,3044.216,4241.87323,3433.23614,12809.1404,3124.38893,2918.54061,3159.97515,3308.52233,6897.46532,8178.93628,3201.57415,3383.96512,3338.71062,5867.95057,10629.2663,3959.88773,21503.9236,5976.75953,9682.28437,3645.88456,3119.34411,4791.57902,4000.04237,4166.03133,5127.56139,4167.94246,8660.52003,7277.4568,14109.6856,5350.84117,3891.28978,3516.42273,579.41454,3969.45064,3279.85758,16286.696,3229.71114,3710.60557,2788.17095,3649.42778,8247.87489,3784.45669,4262.4286,2214.38215,4257.17751,7914.93267,4713.69514,5691.14913,8193.826,3659.5856,3807.30796,4490.59639,17585.7656,5785.75938,6048.65062,5278.09688,10324.9438,4140.95361,3615.98419,4481.23086,1155.24369,4198.44227,5722.29661,10766.7814,5265.81706,3933.95887,13647.9054,8029.2536,3180.32131
842.2955__735.38,4395.56411,4803.74068,3349.26369,12848.2008,7304.98381,9029.5936,3460.35332,10040.6426,3269.37662,5551.74224,3047.99906,3820.18664,3349.5703,3334.34113,7735.94631,14352.1227,4090.1731,5168.3777,3850.13369,7750.90186,3753.8684,7648.60149,5411.45244,7177.99803,4081.29642,3840.41485,3122.45758,498.21647,4474.0016,14517.248,5159.18933,8079.62911,14417.7153,6747.55679,7020.22132,4851.17654,4025.58075,5093.48269,8587.08738,5238.36824,3998.87099,4489.86536,6768.57894,5358.78073,3769.34966,3243.48861,10911.2242,7654.60598,6538.96284,17502.171,4504.97148,3131.77073,4352.59363,4180.58112,7970.00046,4357.38074,7981.52836,3690.47111,5908.00388,7975.0238,9278.74256,7648.36301,12194.0206,8765.50079,6166.87026,7985.81143,4206.2271,4433.92826,2110.38193,4861.32942,13045.979,10785.3846,6324.18953,3512.17183,2984.51827
842.2958__899.61,4731.49376,4958.61589,2597.99954,5381.09721,5319.06591,3442.59544,2802.71052,17942.2813,6334.41964,4467.90953,2890.18215,4091.95057,3620.78612,3762.99008,6749.55516,5208.25274,3768.58335,20715.0119,3813.64737,5379.73348,951.4943,5624.92635,9607.72533,7141.28076,8764.93876,3651.06871,3140.16905,6804.69443,4329.7616,3165.45903,7028.84186,7376.7046,4462.61578,4671.02011,5200.53814,19193.5056,5539.13092,5038.19897,17041.4069,32187.0655,3242.67071,3872.28125,4552.92103,3714.01258,3159.2016,3719.464,5080.38669,11402.428,4692.70229,8177.74557,9039.69846,3423.96311,4820.73062,4809.26701,3943.72137,6706.16959,7147.50784,5777.95415,9876.24293,6858.08713,4970.7107,6963.62763,9117.35026,3683.40939,1271.2762,4900.00436,12991.6355,4010.1349,4483.60781,4942.84503,4573.58784,6795.44556,8522.87446,5076.59532,3217.98657
842.2973__1166.23,8471.60462,3051.76842,6045.31014,4365.59695,13204.2058,3854.08904,3781.60928,7048.72302,4502.21068,8516.39657,3810.89765,4266.73833,4049.12147,3826.67917,3835.89202,12045.7118,3643.61291,7556.43147,3779.026,24636.3458,9443.63946,7814.35496,4584.23472,5495.72201,3469.57474,3852.89381,3713.17063,11110.9269,4528.64698,1049.62498,5841.18923,8891.96863,13533.967,8925.11204,6034.11912,9951.9081,3725.90934,3935.81589,5406.24434,4031.32677,3049.50082,5134.52767,5721.52748,3617.7283,3123.62139,3406.98299,6274.21252,3781.24322,3523.90677,5466.25358,4203.79644,11369.8989,4826.78765,3549.18033,5415.40991,3616.7357,2805.77077,4507.30395,11802.4083,10915.4194,5796.46791,9362.3694,14681.0473,2353.2523,6363.66526,4311.27276,7963.06755,4411.47773,4514.48518,5458.01606,12873.3338,2612.05419,14205.2097,3445.15244,3349.5031
842.298__510.09,25626.9364,29461.8456,34782.7165,23699.336,58292.6854,38351.8933,26427.9161,37166.92,19192.6044,68881.8019,76755.4824,39320.2869,44785.4274,35106.42,19728.3961,51366.5565,24783.0147,47471.3195,40288.039,56766.7474,57424.8742,17479.9241,20351.1563,25275.9895,79720.414,16170.7796,32894.732,21072.2356,44225.678,36776.726,26774.8983,40987.6514,19668.7301,29076.3148,37790.8703,111228.722,49885.071,27076.4017,111484.22,39487.3234,35685.5113,64123.4911,103657.899,30470.7645,21275.7912,103867.254,43358.9561,23756.6954,108634.793,42679.4005,118251.677,99660.2738,12494.2842,36651.2753,60509.8598,33744.0697,28806.7597,29823.3127,45946.862,13959.5749,42471.2598,21243.9457,136162.183,41455.0311,20312.8658,42529.1974,17771.3928,31939.4711,42431.0135,23437.8242,37026.869,38168.4909,32363.8653,44065.22,99719.4903
842.2986__648.4,5499.39042,12018.6064,11028.6781,3230.3625,6518.94632,3343.71811,2510.6373,5603.98029,9546.28716,10766.3733,3315.66799,3264.62709,2563.02055,2820.832,13791.77,6908.25104,2452.76027,7530.08619,3094.97661,5444.41027,5196.00243,4401.44094,1419.38517,7191.48335,4235.84182,3171.77756,2797.26448,24614.0551,3874.43302,4942.75587,3909.47173,4778.31807,15884.4854,7442.38693,5189.55001,3971.82768,6498.33978,17549.1127,1283.23737,2024.01956,3627.06579,4018.61135,9126.83271,2831.30227,5657.7404,3037.43171,6130.63176,4632.30783,3842.7857,7195.55306,4129.45361,2841.83501,4123.31103,5747.64683,3165.10562,3220.65,3922.27814,3607.34818,5323.45489,12734.073,4396.00817,8680.93422,5304.03296,7772.26757,4669.62347,17290.5636,2772.71342,3977.475,8231.96603,3070.15811,4322.16235,14883.7765,6795.54576,14872.0318,2587.78031
842.3001__694.54,3855.89075,4257.80816,5758.22382,3531.98683,18178.316,5195.34224,3227.63798,9518.06261,6744.43065,13069.4537,2934.56019,2661.86,2829.13459,2481.77918,11087.4661,4925.5447,3342.65926,5984.74921,3071.70494,6558.17051,10743.2804,9280.0315,3967.96338,3467.05271,4559.21545,3081.90308,2948.9604,11141.5213,3887.81871,4563.90917,11399.7304,4585.12211,6760.21635,8081.21429,4526.68152,4283.97871,8287.13512,3430.08563,15560.9601,12425.8519,2895.11319,7414.14482,3043.59273,2407.76991,5958.78055,2993.41834,3005.267,10432.6602,5478.44999,17164.0601,7779.14082,3000.23559,4367.17977,3317.01644,9675.43728,3103.21725,3270.94574,4140.03289,5988.82595,12268.3323,4185.38332,23739.9337,5873.66142,3858.86002,9284.54657,5365.64263,4137.65183,3290.88975,5634.1716,4188.91054,11112.8904,7337.27677,9910.35788,7802.81811,2972.72657
842.4876__510.94,49266.0409,45433.4903,29140.7612,43411.5261,54115.3298,91126.8912,51152.1176,41481.0616,55336.6458,115945.803,68849.5881,44937.9858,47009.9381,42308.8639,74870.4753,66222.0921,36941.2283,55347.3432,54970.7095,61536.7957,51621.8745,61527.6178,79196.2859,93493.8429,48113.3298,74392.8137,34238.6245,55689.0763,34330.9857,33402.1252,45958.4168,69571.1383,76334.4698,62594.4804,50001.8033,45068.0733,44210.4216,56444.5602,62587.3953,49446.8045,67469.2593,71243.3657,58284.7457,66473.6583,31401.2402,57902.8282,65849.1394,42248.2338,75084.7467,58130.4602,62941.0655,39736.4535,60806.0734,62779.0704,60155.4047,46117.0701,82502.6358,50195.0355,52007.5407,45740.9483,52743.3762,58377.9591,70328.5115,41432.3804,40048.5352,45314.9492,41006.7017,71929.5352,70820.2659,70901.0035,59147.8429,43862.023,61533.703,57582.8367,73847.4276
842.5997__546.98,12433.5834,46091.5136,50789.1146,16426.8891,71025.1902,17482.8663,26776.794,49269.4749,43178.5869,7162.87634,9030.47634,12723.6613,44407.2409,11883.5705,34823.2498,68628.2745,36321.449,38814.6033,19263.4123,39992.3788,20991.8626,68450.5997,14096.0631,22297.3589,29231.8573,37584.7141,16019.0037,45170.332,29980.9819,41138.8086,30815.2872,24417.4625,28101.3149,27191.3793,26116.0357,44843.6771,43406.2171,31834.303,31473.417,67515.3484,20889.2081,14461.9489,24101.9939,30102.7189,26709.2497,47430.9264,43621.5617,31943.5925,10603.9172,33309.4849,47995.8154,24322.5238,22791.9068,10785.5484,27670.1771,13007.9859,26535.737,29052.7516,24076.7669,32376.251,48096.4263,44166.325,49374.3858,57666.2022,28223.2083,40963.6157,39100.2714,83472.4094,70106.2675,30259.777,64049.4675,43333.405,44025.0616,14523.984,8519.9357
842.6__485.08,169657.472,67280.4663,37767.2063,34499.0919,92321.5664,172923.176,52762.5865,54917.454,59413.8564,110429.653,62521.4971,29882.8992,50375.7063,40568.4924,94349.45,115580.886,42268.4926,42494.5105,52112.4878,58336.126,27382.1138,89505.9585,19621.0212,82860.421,45584.3193,84675.8531,71807.0386,40281.0438,87354.3411,72617.6059,83382.3067,50627.3845,89662.2961,87212.4559,36739.0341,53055.315,38808.1432,37521.5679,55337.5671,86011.2757,78784.4864,30321.9924,70482.3195,28627.1572,36785.7571,26311.7301,31073.4094,45075.9254,37064.6419,82306.142,54952.3095,73216.2845,68487.1022,59157.5709,18318.8421,53631.8572,83315.482,162244.894,67624.1523,23583.4441,20443.608,26650.2832,37938.297,36958.6574,39927.795,35152.8105,82038.8014,94607.5809,42594.3831,80665.9087,78628.3765,49612.0802,61252.6989,46180.4397,55510.3466
